"Player","Salary","SimpPos","Position","Age","TeamAbb","GP","GS","MP","FG","FGA","FGP","X3P","X3PA","X3PP","X2P","X2PA","X2PP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","League"
"DeAndre Jordan",10733758,"C","C",34,"DEN",39,8,15,2.3,2.9,0.765,0,0,1,2.2,2.9,0.763,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1,"NBA"
"Anthony Edwards",10733400,"G","SG",21,"MIN",79,79,36,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,4,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,"NBA"
"Robert Williams",10714287,"C","C",25,"BOS",35,20,23.5,3.6,4.9,0.747,0,0,0,3.6,4.8,0.751,0.7,1.2,0.61,3,5.4,8.3,1.4,0.6,1.4,1,1.9,8,"NBA"
"Cade Cunningham",10552800,"G","PG",21,"DET",12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,3,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9,"NBA"
"Mo Bamba",10300000,"C","C",24,"LAL/ORL",49,7,15.7,2.4,4.9,0.485,1,2.5,0.387,1.4,2.4,0.59,0.8,1.3,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,"NBA"
"Talen Horton-Tucker",10260000,"G","SG",22,"UTA",65,20,20.2,4,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,"NBA"
"Jae Crowder",10183800,"F","PF",32,"MIL",18,3,18.9,2.5,5.2,0.479,1.3,3.1,0.436,1.2,2.2,0.538,0.6,0.7,0.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,1.5,6.9,"NBA"
"Ivica Zubac",10123457,"C","C",25,"LAC",76,76,28.6,4.3,6.8,0.634,0,0,0,4.3,6.7,0.637,2.2,3.1,0.697,3.1,6.8,9.9,1,0.4,1.3,1.5,2.9,10.8,"NBA"
"Reggie Bullock",10012800,"F","SF",31,"DAL",78,55,30.3,2.5,6,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,"NBA"
"Alec Burks",10012800,"G","SG",31,"DET",51,8,22,3.9,9,0.436,1.9,4.7,0.414,2,4.3,0.459,3,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,"NBA"
"De'Andre Hunter",9835881,"F","SF",25,"ATL",67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8,0.521,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3,15.4,"NBA"
"James Wiseman",9603360,"C","C",21,"GSW/DET",45,22,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10,"NBA"
